TEG_recirc_rate,no_of_equili_stages,temp,stripping_rate,water_content_spec
1.121,3,400,0,1
1.129,3,400,0,1
1.136,3,400,0,1
1.143,3,400,0,1
1.150,3,400,0,1
1.157,3,400,0,1
1.164,3,400,0,1
1.171,3,400,0,1
1.179,3,400,0,1
1.186,3,400,0,1
1.193,3,400,0,1
1.200,3,400,0,1
1.207,3,400,0,1
1.214,3,400,0,1
1.221,3,400,0,1
1.229,3,400,0,1
1.236,3,400,0,1
1.243,3,400,0,1
1.250,3,400,0,1
1.257,3,400,0,1
1.264,3,400,0,1
1.271,3,400,0,1
1.279,3,400,0,1
1.286,3,400,0,1
1.293,3,400,0,1
1.300,3,400,0,1
1.311,3,400,0,1
1.321,3,400,0,1
1.332,3,400,0,1
1.343,3,400,0,1
1.354,3,400,0,1
1.364,3,400,0,1
1.375,3,400,0,1
1.386,3,400,0,1
1.396,3,400,0,1
1.407,3,400,0,0
1.418,3,400,0,0
1.429,3,400,0,0
1.439,3,400,0,0
1.450,3,400,0,0
1.461,3,400,0,0
1.471,3,400,0,0
1.482,3,400,0,0
1.493,3,400,0,0
1.504,3,400,0,0
1.514,3,400,0,0
1.525,3,400,0,0
1.536,3,400,0,0
1.546,3,400,0,0
1.557,3,400,0,0
1.568,3,400,0,0
1.579,3,400,0,0
1.589,3,400,0,0
1.600,3,400,0,0
1.607,3,400,0,0
1.614,3,400,0,0
1.621,3,400,0,0
1.629,3,400,0,0
1.636,3,400,0,0
1.643,3,400,0,0
1.650,3,400,0,0
1.657,3,400,0,0
1.664,3,400,0,0
1.671,3,400,0,0
1.679,3,400,0,0
1.686,3,400,0,0
1.693,3,400,0,0
1.700,3,400,0,0
1.707,3,400,0,0
1.714,3,400,0,0
1.721,3,400,0,0
1.729,3,400,0,0
1.736,3,400,0,0
1.743,3,400,0,0
1.750,3,400,0,0
1.757,3,400,0,0
1.764,3,400,0,0
1.771,3,400,0,0
1.779,3,400,0,0
1.786,3,400,0,0
1.793,3,400,0,0
1.800,3,400,0,0
1.825,3,400,0,0
1.850,3,400,0,0
1.875,3,400,0,0
1.900,3,400,0,0
1.925,3,400,0,0
1.950,3,400,0,0
1.975,3,400,0,0
2.000,3,400,0,0
2.025,3,400,0,0
2.050,3,400,0,0
2.075,3,400,0,0
2.100,3,400,0,0
2.125,3,400,0,0
2.150,3,400,0,0
2.175,3,400,0,0
2.200,3,400,0,0
2.225,3,400,0,0
2.250,3,400,0,0
2.275,3,400,0,0
2.300,3,400,0,0
2.325,3,400,0,0
2.350,3,400,0,0
2.375,3,400,0,0
2.400,3,400,0,0
2.425,3,400,0,0
2.450,3,400,0,0
2.475,3,400,0,0
2.500,3,400,0,0
2.514,3,400,0,0
2.529,3,400,0,0
2.543,3,400,0,0
2.557,3,400,0,0
2.571,3,400,0,0
2.586,3,400,0,0
2.600,3,400,0,0
2.614,3,400,0,0
2.629,3,400,0,0
2.643,3,400,0,0
2.657,3,400,0,0
2.671,3,400,0,0
2.686,3,400,0,0
2.700,3,400,0,0
2.714,3,400,0,0
2.729,3,400,0,0
2.743,3,400,0,0
2.757,3,400,0,0
2.771,3,400,0,0
2.786,3,400,0,0
2.800,3,400,0,0
2.814,3,400,0,0
2.829,3,400,0,0
2.843,3,400,0,0
2.857,3,400,0,0
2.871,3,400,0,0
2.886,3,400,0,0
2.900,3,400,0,0
2.925,3,400,0,0
2.950,3,400,0,0
2.975,3,400,0,0
3.000,3,400,0,0
3.025,3,400,0,0
3.050,3,400,0,0
3.075,3,400,0,0
3.100,3,400,0,0
3.125,3,400,0,0
3.150,3,400,0,0
3.175,3,400,0,0
3.200,3,400,0,0
3.225,3,400,0,0
3.250,3,400,0,0
3.275,3,400,0,0
3.300,3,400,0,0
3.325,3,400,0,0
3.350,3,400,0,0
3.375,3,400,0,0
3.400,3,400,0,0
3.425,3,400,0,0
3.450,3,400,0,0
3.475,3,400,0,0
3.500,3,400,0,0
3.525,3,400,0,0
3.550,3,400,0,0
3.575,3,400,0,0
3.600,3,400,0,0
3.621,3,400,0,0
3.643,3,400,0,0
3.664,3,400,0,0
3.686,3,400,0,0
3.707,3,400,0,0
3.729,3,400,0,0
3.750,3,400,0,0
3.771,3,400,0,0
3.793,3,400,0,0
3.814,3,400,0,0
3.836,3,400,0,0
3.857,3,400,0,0
3.879,3,400,0,0
3.900,3,400,0,0
3.921,3,400,0,0
3.943,3,400,0,0
3.964,3,400,0,0
3.986,3,400,0,0
4.007,3,400,0,0
4.029,3,400,0,0
4.050,3,400,0,0
4.071,3,400,0,0
4.093,3,400,0,0
4.114,3,400,0,0
4.136,3,400,0,0
4.157,3,400,0,0
4.179,3,400,0,0
4.200,3,400,0,0
4.307,3,400,0,0
4.414,3,400,0,0
4.521,3,400,0,0
4.629,3,400,0,0
4.736,3,400,0,0
4.843,3,400,0,0
4.950,3,400,0,0
5.057,3,400,0,0
5.164,3,400,0,0
5.271,3,400,0,0
5.379,3,400,0,0
5.486,3,400,0,0
5.593,3,400,0,0
5.700,3,400,0,0
5.807,3,400,0,0
5.914,3,400,0,0
6.021,3,400,0,0
6.129,3,400,0,0
6.236,3,400,0,0
6.343,3,400,0,0
6.450,3,400,0,0
6.557,3,400,0,0
6.664,3,400,0,0
6.771,3,400,0,0
6.879,3,400,0,0
6.986,3,400,0,0
7.093,3,400,0,0
7.200,3,400,0,0
1.400,2,400,0,1
1.407,2,400,0,1
1.414,2,400,0,1
1.421,2,400,0,1
1.429,2,400,0,1
1.436,2,400,0,1
1.443,2,400,0,1
1.450,2,400,0,1
1.457,2,400,0,1
1.464,2,400,0,1
1.471,2,400,0,1
1.479,2,400,0,1
1.486,2,400,0,1
1.493,2,400,0,1
1.500,2,400,0,1
1.507,2,400,0,1
1.514,2,400,0,1
1.521,2,400,0,1
1.529,2,400,0,1
1.536,2,400,0,1
1.543,2,400,0,1
1.550,2,400,0,1
1.557,2,400,0,1
1.564,2,400,0,1
1.571,2,400,0,1
1.579,2,400,0,1
1.586,2,400,0,1
1.593,2,400,0,1
1.600,2,400,0,1
1.607,2,400,0,1
1.614,2,400,0,1
1.621,2,400,0,1
1.629,2,400,0,1
1.636,2,400,0,1
1.643,2,400,0,1
1.650,2,400,0,1
1.657,2,400,0,1
1.664,2,400,0,1
1.671,2,400,0,1
1.679,2,400,0,1
1.686,2,400,0,1
1.693,2,400,0,1
1.700,2,400,0,1
1.707,2,400,0,1
1.714,2,400,0,1
1.721,2,400,0,1
1.729,2,400,0,1
1.736,2,400,0,1
1.743,2,400,0,1
1.750,2,400,0,1
1.757,2,400,0,1
1.764,2,400,0,1
1.771,2,400,0,1
1.779,2,400,0,1
1.786,2,400,0,1
1.793,2,400,0,1
1.800,2,400,0,1
1.832,2,400,0,1
1.864,2,400,0,1
1.896,2,400,0,1
1.929,2,400,0,1
1.961,2,400,0,1
1.993,2,400,0,1
2.025,2,400,0,1
2.057,2,400,0,1
2.089,2,400,0,1
2.121,2,400,0,1
2.154,2,400,0,1
2.186,2,400,0,1
2.218,2,400,0,1
2.250,2,400,0,1
2.282,2,400,0,1
2.314,2,400,0,1
2.346,2,400,0,1
2.379,2,400,0,1
2.411,2,400,0,1
2.443,2,400,0,1
2.475,2,400,0,1
2.507,2,400,0,1
2.539,2,400,0,1
2.571,2,400,0,1
2.604,2,400,0,1
2.636,2,400,0,1
2.668,2,400,0,1
2.700,2,400,0,1
2.736,2,400,0,1
2.771,2,400,0,1
2.807,2,400,0,1
2.843,2,400,0,1
2.879,2,400,0,1
2.914,2,400,0,1
2.950,2,400,0,1
2.986,2,400,0,1
3.021,2,400,0,1
3.057,2,400,0,1
3.093,2,400,0,1
3.129,2,400,0,1
3.164,2,400,0,1
3.200,2,400,0,0
3.236,2,400,0,0
3.271,2,400,0,0
3.307,2,400,0,0
3.343,2,400,0,0
3.379,2,400,0,0
3.414,2,400,0,0
3.450,2,400,0,0
3.486,2,400,0,0
3.521,2,400,0,0
3.557,2,400,0,0
3.593,2,400,0,0
3.629,2,400,0,0
3.664,2,400,0,0
3.700,2,400,0,0
3.718,2,400,0,0
3.736,2,400,0,0
3.754,2,400,0,0
3.771,2,400,0,0
3.789,2,400,0,0
3.807,2,400,0,0
3.825,2,400,0,0
3.843,2,400,0,0
3.861,2,400,0,0
3.879,2,400,0,0
3.896,2,400,0,0
3.914,2,400,0,0
3.932,2,400,0,0
3.950,2,400,0,0
3.968,2,400,0,0
3.986,2,400,0,0
4.004,2,400,0,0
4.021,2,400,0,0
4.039,2,400,0,0
4.057,2,400,0,0
4.075,2,400,0,0
4.093,2,400,0,0
4.111,2,400,0,0
4.129,2,400,0,0
4.146,2,400,0,0
4.164,2,400,0,0
4.182,2,400,0,0
4.200,2,400,0,0
4.307,2,400,0,0
4.414,2,400,0,0
4.521,2,400,0,0
4.629,2,400,0,0
4.736,2,400,0,0
4.843,2,400,0,0
4.950,2,400,0,0
5.057,2,400,0,0
5.164,2,400,0,0
5.271,2,400,0,0
5.379,2,400,0,0
5.486,2,400,0,0
5.593,2,400,0,0
5.700,2,400,0,0
5.807,2,400,0,0
5.914,2,400,0,0
6.021,2,400,0,0
6.129,2,400,0,0
6.236,2,400,0,0
6.343,2,400,0,0
6.450,2,400,0,0
6.557,2,400,0,0
6.664,2,400,0,0
6.771,2,400,0,0
6.879,2,400,0,0
6.986,2,400,0,0
7.093,2,400,0,0
7.200,2,400,0,0
1.200,2,400,1,1
1.214,2,400,1,1
1.229,2,400,1,1
1.243,2,400,1,1
1.257,2,400,1,1
1.271,2,400,1,1
1.286,2,400,1,1
1.300,2,400,1,1
1.314,2,400,1,1
1.329,2,400,1,1
1.343,2,400,1,1
1.357,2,400,1,1
1.371,2,400,1,1
1.386,2,400,1,1
1.400,2,400,1,1
1.414,2,400,1,1
1.429,2,400,1,1
1.443,2,400,1,1
1.457,2,400,1,1
1.471,2,400,1,1
1.486,2,400,1,1
1.500,2,400,1,1
1.514,2,400,1,1
1.529,2,400,1,1
1.543,2,400,1,1
1.557,2,400,1,1
1.571,2,400,1,1
1.586,2,400,1,1
1.600,2,400,1,1
1.621,2,400,1,1
1.643,2,400,1,1
1.664,2,400,1,1
1.686,2,400,1,1
1.707,2,400,1,1
1.729,2,400,1,1
1.750,2,400,1,1
1.771,2,400,1,1
1.793,2,400,1,1
1.814,2,400,1,0
1.836,2,400,1,0
1.857,2,400,1,0
1.879,2,400,1,0
1.900,2,400,1,0
1.921,2,400,1,0
1.943,2,400,1,0
1.964,2,400,1,0
1.986,2,400,1,0
2.007,2,400,1,0
2.029,2,400,1,0
2.050,2,400,1,0
2.071,2,400,1,0
2.093,2,400,1,0
2.114,2,400,1,0
2.136,2,400,1,0
2.157,2,400,1,0
2.179,2,400,1,0
2.200,2,400,1,0
2.236,2,400,1,0
2.271,2,400,1,0
2.307,2,400,1,0
2.343,2,400,1,0
2.379,2,400,1,0
2.414,2,400,1,0
2.450,2,400,1,0
2.486,2,400,1,0
2.521,2,400,1,0
2.557,2,400,1,0
2.593,2,400,1,0
2.629,2,400,1,0
2.664,2,400,1,0
2.700,2,400,1,0
2.736,2,400,1,0
2.771,2,400,1,0
2.807,2,400,1,0
2.843,2,400,1,0
2.879,2,400,1,0
2.914,2,400,1,0
2.950,2,400,1,0
2.986,2,400,1,0
3.021,2,400,1,0
3.057,2,400,1,0
3.093,2,400,1,0
3.129,2,400,1,0
3.164,2,400,1,0
3.200,2,400,1,0
3.229,2,400,1,0
3.257,2,400,1,0
3.286,2,400,1,0
3.314,2,400,1,0
3.343,2,400,1,0
3.371,2,400,1,0
3.400,2,400,1,0
3.429,2,400,1,0
3.457,2,400,1,0
3.486,2,400,1,0
3.514,2,400,1,0
3.543,2,400,1,0
3.571,2,400,1,0
3.600,2,400,1,0
3.629,2,400,1,0
3.657,2,400,1,0
3.686,2,400,1,0
3.714,2,400,1,0
3.743,2,400,1,0
3.771,2,400,1,0
3.800,2,400,1,0
3.829,2,400,1,0
3.857,2,400,1,0
3.886,2,400,1,0
3.914,2,400,1,0
3.943,2,400,1,0
3.971,2,400,1,0
4.000,2,400,1,0
4.096,2,400,1,0
4.193,2,400,1,0
4.289,2,400,1,0
4.386,2,400,1,0
4.482,2,400,1,0
4.579,2,400,1,0
4.675,2,400,1,0
4.771,2,400,1,0
4.868,2,400,1,0
4.964,2,400,1,0
5.061,2,400,1,0
5.157,2,400,1,0
5.254,2,400,1,0
5.350,2,400,1,0
5.446,2,400,1,0
5.543,2,400,1,0
5.639,2,400,1,0
5.736,2,400,1,0
5.832,2,400,1,0
5.929,2,400,1,0
6.025,2,400,1,0
6.121,2,400,1,0
6.218,2,400,1,0
6.314,2,400,1,0
6.411,2,400,1,0
6.507,2,400,1,0
6.604,2,400,1,0
6.700,2,400,1,0
1.100,2,400,3,1
1.121,2,400,3,1
1.143,2,400,3,1
1.164,2,400,3,1
1.186,2,400,3,1
1.207,2,400,3,1
1.229,2,400,3,1
1.250,2,400,3,1
1.271,2,400,3,1
1.293,2,400,3,1
1.314,2,400,3,1
1.336,2,400,3,1
1.357,2,400,3,1
1.379,2,400,3,1
1.400,2,400,3,1
1.421,2,400,3,1
1.443,2,400,3,1
1.464,2,400,3,1
1.486,2,400,3,1
1.507,2,400,3,1
1.529,2,400,3,1
1.550,2,400,3,1
1.571,2,400,3,1
1.593,2,400,3,1
1.614,2,400,3,1
1.636,2,400,3,1
1.657,2,400,3,1
1.679,2,400,3,1
1.700,2,400,3,0
1.714,2,400,3,0
1.729,2,400,3,0
1.743,2,400,3,0
1.757,2,400,3,0
1.771,2,400,3,0
1.786,2,400,3,0
1.800,2,400,3,0
1.814,2,400,3,0
1.829,2,400,3,0
1.843,2,400,3,0
1.857,2,400,3,0
1.871,2,400,3,0
1.886,2,400,3,0
1.900,2,400,3,0
1.914,2,400,3,0
1.929,2,400,3,0
1.943,2,400,3,0
1.957,2,400,3,0
1.971,2,400,3,0
1.986,2,400,3,0
2.000,2,400,3,0
2.014,2,400,3,0
2.029,2,400,3,0
2.043,2,400,3,0
2.057,2,400,3,0
2.071,2,400,3,0
2.086,2,400,3,0
2.100,2,400,3,0
2.111,2,400,3,0
2.121,2,400,3,0
2.132,2,400,3,0
2.143,2,400,3,0
2.154,2,400,3,0
2.164,2,400,3,0
2.175,2,400,3,0
2.186,2,400,3,0
2.196,2,400,3,0
2.207,2,400,3,0
2.218,2,400,3,0
2.229,2,400,3,0
2.239,2,400,3,0
2.250,2,400,3,0
2.261,2,400,3,0
2.271,2,400,3,0
2.282,2,400,3,0
2.293,2,400,3,0
2.304,2,400,3,0
2.314,2,400,3,0
2.325,2,400,3,0
2.336,2,400,3,0
2.346,2,400,3,0
2.357,2,400,3,0
2.368,2,400,3,0
2.379,2,400,3,0
2.389,2,400,3,0
2.400,2,400,3,0
2.418,2,400,3,0
2.436,2,400,3,0
2.454,2,400,3,0
2.471,2,400,3,0
2.489,2,400,3,0
2.507,2,400,3,0
2.525,2,400,3,0
2.543,2,400,3,0
2.561,2,400,3,0
2.579,2,400,3,0
2.596,2,400,3,0
2.614,2,400,3,0
2.632,2,400,3,0
2.650,2,400,3,0
2.668,2,400,3,0
2.686,2,400,3,0
2.704,2,400,3,0
2.721,2,400,3,0
2.739,2,400,3,0
2.757,2,400,3,0
2.775,2,400,3,0
2.793,2,400,3,0
2.811,2,400,3,0
2.829,2,400,3,0
2.846,2,400,3,0
2.864,2,400,3,0
2.882,2,400,3,0
2.900,2,400,3,0
2.932,2,400,3,0
2.964,2,400,3,0
2.996,2,400,3,0
3.029,2,400,3,0
3.061,2,400,3,0
3.093,2,400,3,0
3.125,2,400,3,0
3.157,2,400,3,0
3.189,2,400,3,0
3.221,2,400,3,0
3.254,2,400,3,0
3.286,2,400,3,0
3.318,2,400,3,0
3.350,2,400,3,0
3.382,2,400,3,0
3.414,2,400,3,0
3.446,2,400,3,0
3.479,2,400,3,0
3.511,2,400,3,0
3.543,2,400,3,0
3.575,2,400,3,0
3.607,2,400,3,0
3.639,2,400,3,0
3.671,2,400,3,0
3.704,2,400,3,0
3.736,2,400,3,0
3.768,2,400,3,0
3.800,2,400,3,0
3.904,2,400,3,0
4.007,2,400,3,0
4.111,2,400,3,0
4.214,2,400,3,0
4.318,2,400,3,0
4.421,2,400,3,0
4.525,2,400,3,0
4.629,2,400,3,0
4.732,2,400,3,0
4.836,2,400,3,0
4.939,2,400,3,0
5.043,2,400,3,0
5.146,2,400,3,0
5.250,2,400,3,0
5.354,2,400,3,0
5.457,2,400,3,0
5.561,2,400,3,0
5.664,2,400,3,0
5.768,2,400,3,0
5.871,2,400,3,0
5.975,2,400,3,0
6.079,2,400,3,0
6.182,2,400,3,0
6.286,2,400,3,0
6.389,2,400,3,0
6.493,2,400,3,0
6.596,2,400,3,0
6.700,2,400,3,0
1.100,2,400,6,1
1.118,2,400,6,1
1.136,2,400,6,1
1.154,2,400,6,1
1.171,2,400,6,1
1.189,2,400,6,1
1.207,2,400,6,1
1.225,2,400,6,1
1.243,2,400,6,1
1.261,2,400,6,1
1.279,2,400,6,1
1.296,2,400,6,1
1.314,2,400,6,1
1.332,2,400,6,1
1.350,2,400,6,1
1.368,2,400,6,1
1.386,2,400,6,1
1.404,2,400,6,1
1.421,2,400,6,1
1.439,2,400,6,1
1.457,2,400,6,1
1.475,2,400,6,1
1.493,2,400,6,1
1.511,2,400,6,1
1.529,2,400,6,1
1.546,2,400,6,1
1.564,2,400,6,1
1.582,2,400,6,0
1.600,2,400,6,0
1.618,2,400,6,0
1.636,2,400,6,0
1.654,2,400,6,0
1.671,2,400,6,0
1.689,2,400,6,0
1.707,2,400,6,0
1.725,2,400,6,0
1.743,2,400,6,0
1.761,2,400,6,0
1.779,2,400,6,0
1.796,2,400,6,0
1.814,2,400,6,0
1.832,2,400,6,0
1.850,2,400,6,0
1.868,2,400,6,0
1.886,2,400,6,0
1.904,2,400,6,0
1.921,2,400,6,0
1.939,2,400,6,0
1.957,2,400,6,0
1.975,2,400,6,0
1.993,2,400,6,0
2.011,2,400,6,0
2.029,2,400,6,0
2.046,2,400,6,0
2.064,2,400,6,0
2.082,2,400,6,0
2.100,2,400,6,0
2.114,2,400,6,0
2.129,2,400,6,0
2.143,2,400,6,0
2.157,2,400,6,0
2.171,2,400,6,0
2.186,2,400,6,0
2.200,2,400,6,0
2.214,2,400,6,0
2.229,2,400,6,0
2.243,2,400,6,0
2.257,2,400,6,0
2.271,2,400,6,0
2.286,2,400,6,0
2.300,2,400,6,0
2.314,2,400,6,0
2.329,2,400,6,0
2.343,2,400,6,0
2.357,2,400,6,0
2.371,2,400,6,0
2.386,2,400,6,0
2.400,2,400,6,0
2.414,2,400,6,0
2.429,2,400,6,0
2.443,2,400,6,0
2.457,2,400,6,0
2.471,2,400,6,0
2.486,2,400,6,0
2.500,2,400,6,0
2.514,2,400,6,0
2.529,2,400,6,0
2.543,2,400,6,0
2.557,2,400,6,0
2.571,2,400,6,0
2.586,2,400,6,0
2.600,2,400,6,0
2.614,2,400,6,0
2.629,2,400,6,0
2.643,2,400,6,0
2.657,2,400,6,0
2.671,2,400,6,0
2.686,2,400,6,0
2.700,2,400,6,0
2.714,2,400,6,0
2.729,2,400,6,0
2.743,2,400,6,0
2.757,2,400,6,0
2.771,2,400,6,0
2.786,2,400,6,0
2.800,2,400,6,0
2.814,2,400,6,0
2.829,2,400,6,0
2.843,2,400,6,0
2.857,2,400,6,0
2.871,2,400,6,0
2.886,2,400,6,0
2.900,2,400,6,0
2.936,2,400,6,0
2.971,2,400,6,0
3.007,2,400,6,0
3.043,2,400,6,0
3.079,2,400,6,0
3.114,2,400,6,0
3.150,2,400,6,0
3.186,2,400,6,0
3.221,2,400,6,0
3.257,2,400,6,0
3.293,2,400,6,0
3.329,2,400,6,0
3.364,2,400,6,0
3.400,2,400,6,0
3.436,2,400,6,0
3.471,2,400,6,0
3.507,2,400,6,0
3.543,2,400,6,0
3.579,2,400,6,0
3.614,2,400,6,0
3.650,2,400,6,0
3.686,2,400,6,0
3.721,2,400,6,0
3.757,2,400,6,0
3.793,2,400,6,0
3.829,2,400,6,0
3.864,2,400,6,0
3.900,2,400,6,0
3.996,2,400,6,0
4.093,2,400,6,0
4.189,2,400,6,0
4.286,2,400,6,0
4.382,2,400,6,0
4.479,2,400,6,0
4.575,2,400,6,0
4.671,2,400,6,0
4.768,2,400,6,0
4.864,2,400,6,0
4.961,2,400,6,0
5.057,2,400,6,0
5.154,2,400,6,0
5.250,2,400,6,0
5.346,2,400,6,0
5.443,2,400,6,0
5.539,2,400,6,0
5.636,2,400,6,0
5.732,2,400,6,0
5.829,2,400,6,0
5.925,2,400,6,0
6.021,2,400,6,0
6.118,2,400,6,0
6.214,2,400,6,0
6.311,2,400,6,0
6.407,2,400,6,0
6.504,2,400,6,0
6.600,2,400,6,0
